Title;Artist;Year;Duo;Explicit;"Date Added"
"Bohemian Rhapsody (45 edit)";Queen;1976;0;0;2013-07-25
Boiler;"Limp Bizkit";2001;0;0;2012-03-28
"Boîte en argent";Indila;2014;0;0;2014-03-31
"Bom Bom";"Sam And The Womp";2012;0;0;2012-09-04
Bombshell;"Powerman 5000";2001;0;0;2012-04-29
Bonanza;"Lorne Greene";1965;0;0;2011-05-31
Bonfire;"Craig Morgan";2008;0;0;2012-02-22
"Bonfire Heart";"James Blunt";2013;0;0;2013-10-29
"Bonnie & Clyde";"Die Toten Hosen";1996;0;0;2013-05-15
"Bonnie And Clyde";"Serge Gainsbourg";1967;1;0;2014-02-25
"Bonnie kom je buiten spelen";"Bonnie St. Claire";1980;0;0;2013-03-29
"Boogie Down";"Eddie Kendricks";1973;0;0;2011-05-30
"Boogie Down";"Al Jarreau";1983;0;0;2011-05-31
"Boogie Fever";"The Sylvers";1975;0;0;2012-09-24
"Boogie Oogie Oogie";"A Taste of Honey";1976;0;0;2011-07-12
"Boogie Shoes";"KC & The Sunshine Band";1978;0;0;2012-03-13
"Boogie Street";"Leonard Cohen";2001;1;0;2013-10-22
"Boogie Wonderland";"Earth, Wind & Fire";1979;0;0;2011-09-23
"Boogie Woogie Bugle Boy";"The Puppini Sisters";2006;0;0;2011-05-30
"Boogie Woogie Bugle Boy";"Bette Midler";1973;0;0;2011-10-25
"Boogie Woogie Bugle Boy";"The Andrews Sisters";1972;0;0;2011-10-15
"Boogie Woogie Dancin' Shoes";"Claudja Barry";1978;0;0;2013-01-20
"Book Of Love";Monotones;1958;0;0;2011-09-19
Boom;"P.O.D. (Payable On Death)";2002;0;0;2013-11-09
"Boom Boom";"John Lee Hooker";1962;0;0;2011-05-31
"Boom Boom (Let's Go Back To My Room)";"Paul Lekakis";1986;0;0;2012-03-05
"Boom Boom Boom";"The Outhere Brothers";1996;0;0;2012-03-28
"Boom Boom Pow";"Black Eyed Peas";2009;0;0;2011-05-30
"Boom Clap";"Charli XCX";2014;0;0;2014-07-09
"Boom! Shake The Room";"DJ Jazzy Jeff & The Fresh Prince";1993;0;0;2013-05-28
Boombox;"The Lonely Island";2008;1;0;2013-07-23
Boomerang;"Nicole Scherzinger";2013;0;0;2013-04-05
Boondocks;"Little Big Town";2005;0;0;2012-05-02
"Boot Scootin' Boogie";"Brooks & Dunn";1991;0;0;2011-05-31
"Bootie Call";"All Saints";1997;0;0;2012-05-10
"Boots On";"Randy Houser";2009;0;0;2011-05-31
Borderline;Madonna;1983;0;0;2011-10-19
"Born A Woman";"Sandy Posey";1966;0;0;2011-10-16
"Born Country";Alabama;1997;0;0;2012-03-26
"Born Free";"1960s Standards";1966;0;0;2011-12-26
"Born Free";"Kid Rock";2010;0;0;2013-01-10
"Born In East L.A.";"Cheech & Chong";1987;0;0;2013-12-07
"Born In The USA";"Bruce Springsteen";1984;0;0;2011-05-31
"Born On The Bayou";"Creedence Clearwater Revival";1969;0;0;2013-03-05
"Born Slippy .NUXX";Underworld;1996;0;0;2011-05-30
"Born This Way";"The Baseballs";2011;0;0;2011-10-08
"Born This Way";"Lady GaGa";2011;0;0;2011-05-30
"Born This Way";Glee;2011;0;0;2011-09-19
"Born This Way (Acoustic)";"Lady GaGa";2011;1;0;2011-09-19
"Born This Way (Bollywood Remix)";"Lady GaGa";2011;0;0;2012-04-20
"Born This Way (Country Roads Version)";"Lady GaGa";2011;0;0;2011-06-28
"Born To Be Alive";"Patrick Hernandez";1979;0;0;2014-02-05
"Born To Be Blue";"The Mavericks";2012;0;0;2013-04-16
"Born To Be Somebody";"Justin Bieber";2011;0;0;2012-01-06
"Born To Be Wild";Steppenwolf;1968;0;0;2007-05-04
"Born To Boogie";"Hank Williams, Jr.";1987;0;0;2011-12-22
"Born To Die";Olympe;2013;0;0;2013-09-27
"Born To Die";"Lana Del Rey";2012;0;0;2012-07-15
"Born To Fly";"Sara Evans";2000;0;0;2011-05-30
"Born To Hand Jive";Grease;1978;0;0;2013-07-01
"Born To Lose";"Ray Charles";1962;0;0;2011-05-31
"Born To Make You Happy";"Britney Spears";1998;0;0;2011-05-31
"Born To Run";"Bruce Springsteen";1975;0;0;2011-05-31
"Born To Try";"Delta Goodrem";2003;0;0;2011-05-31
"Born Under A Bad Sign";Cream;1968;0;0;2011-05-31
"Borrow You";"Eric Roberson";2009;0;0;2011-07-30
"Bossa Nova Baby";"Elvis Presley";1963;0;0;2012-02-07
"Bossa Nova Baby (Viva Elvis)";"Elvis Presley";2010;0;0;2011-06-28
Boston;Augustana;2005;0;0;2011-05-31
"Both Of Us";B.o.B;2012;0;0;2013-12-03
"Bottle It Up";"Sara Bareilles";2008;0;0;2011-05-30
"Bottle Of Wine";"Jimmy Gilmer And The Fireballs";1968;0;0;2012-02-22
"Bottle Up Lightning";"Lady Antebellum";2010;0;0;2011-05-30
"Bottom Of The Ocean";"Miley Cyrus";2008;0;0;2011-05-30
"Bottom Of Your Soul";Toto;2006;0;0;2012-09-05
"Bottoms Up";"Brantley Gilbert";2013;0;0;2014-05-07
"Boule de flipper";"Corynne Charby";1986;0;0;2012-02-15
Boum;"Charles Trenet";1938;0;0;2011-09-19
"Bow Chicka Wow Wow";"Mike Posner";2011;0;0;2011-07-16
"Bow Down";"Westside Connection";1996;0;0;2012-08-23
"Bow River";"Cold Chisel";1982;0;0;2014-01-29
"Boy From New York City";"Manhattan Transfer";1981;0;0;2013-11-05
"Boy Named Sue";"Johnny Cash";1969;0;0;2011-05-31
"Boy Next Door";"Triple Image";2002;0;0;2014-05-26
Boyfriend;"Ashlee Simpson";2005;0;0;2011-05-30
Boyfriend;"Justin Bieber";2012;0;0;2012-09-11
Boyfriend;Alphabeat;2008;0;0;2013-11-12
Boys;"The Beatles";1963;0;0;2011-05-31
"Boys 'Round Here";"Blake Shelton";2013;0;0;2013-06-17
"Boys (Summertime Love)";Sabrina;1987;0;0;2011-05-31
"Boys And Girls";"Pixie Lott";2009;0;0;2011-05-31
"Boys Boys Boys";"Lady GaGa";2008;0;0;2011-05-30
"Boys Don't Cry";"The Cure";1979;0;0;2011-11-23
"Boys From The South";"Pistol Annies";2011;0;0;2012-03-20
"Boys In Town";"The Divinyls";1981;0;0;2012-09-16
"Boys Will Be Boys";"Paulina Rubio";2012;0;0;2012-09-23
Boyz-n-the-Hood;"Dynamite Hack";2000;0;0;2012-01-30
Brabançonne;"National Anthem";1830;0;0;2008-06-26
Brabant;"Guus Meeuwis";2003;0;0;2011-11-02
"Braid My Hair";"Randy Owen";2008;0;0;2012-04-29
"Brand New Day";"Dr. Horrible's Sing-Along Blog";2008;0;0;2012-08-16
"Brand New Day";Sting;1999;0;0;2011-05-30
"Brand New Girlfriend";"Steve Holy";2006;0;0;2011-05-31
"Brand New Key";"Melanie Safka";1971;0;0;2011-05-30
"Brand New Life";"TV Theme";1984;0;0;2013-07-30
"Brand New Man";"Brooks & Dunn";1991;0;0;2014-07-14
"Brand New Me";"Alicia Keys";2012;0;0;2013-01-24
"Branded Man";"Merle Haggard";1967;0;0;2013-11-22
"Brandy (You're A Fine Girl)";"Looking Glass";1972;0;0;2011-10-18
"Brass In Pocket";"The Pretenders";1980;0;0;2012-09-24
Bravado;Lorde;2013;0;0;2014-01-26
Brave;"Josh Groban";2012;0;0;2013-04-12
Brave;"Sara Bareilles";2013;0;0;2013-07-18
Brave;"Idina Menzel";2008;0;0;2011-05-30
"Brave Margot";"Georges Brassens";1952;0;0;2011-06-03
Braveheart;"Neon Jungle";2014;0;0;2014-03-20
"Bravo pour le clown";"Edith Piaf";1953;0;0;2012-02-08
"Bravo, Monsieur le monde";"Michel Fugain";1974;0;0;2012-10-08
"Brazen (Weep)";"Skunk Anansie";1996;0;0;2014-05-20
Brazil;"Frank Sinatra";1960;0;0;2012-11-20
Brazil;"Pink Martini";1997;0;0;2011-05-31
Break;"Three Days Grace";2009;0;0;2011-05-30
"Break Down Here";"Julie Roberts";2004;0;0;2011-05-31
"Break It Down Again";"Tears For Fears";1993;0;0;2012-08-03
"Break My Stride";"Matthew Wilder";1983;0;0;2011-05-30
"Break On Through (To The Other Side)";"The Doors";1967;0;0;2011-11-25
"Break The Ice";"Britney Spears";2008;0;0;2013-11-12
"Break The Record";"The Warren Brothers";2003;0;0;2012-05-21
"Break Up To Make Up";Jeremih;2009;0;0;2013-11-29
"Break Your Heart";"Taio Cruz";2009;0;0;2011-09-19
Breakaway;"Art Garfunkel";1976;0;0;2013-12-03
Breakaway;"Céline Dion";2013;0;0;2014-01-11
Breakaway;"Kelly Clarkson";2004;0;0;2007-05-04
Breakaway;"Tracey Ullman";1983;0;0;2011-06-20
Breakdown;"Tom Petty";1976;0;0;2012-03-28
Breakdown;Tantric;2001;0;0;2012-01-18
Breakeven;"The Script";2008;0;0;2011-05-30
Breakeven;"Boyce Avenue";2012;0;0;2013-01-24
"Breakeven (Acoustic)";"The Script";2009;0;0;2013-07-30
"Breakfast At Tiffany's";"Deep Blue Something";1993;0;0;2011-11-28
"Breakfast In America";Supertramp;1979;0;0;2011-06-21
"Breakin' Dishes";Rihanna;2007;0;0;2011-06-28
"Breakin' My Heart (Pretty Brown Eyes)";"Mint Condition";1991;0;0;2011-06-28
"Breakin' Up";"The Violent Femmes";1995;0;0;2011-10-26
"Breaking The Law";"Emeli Sandé";2012;0;0;2012-08-14
"Breaking The Law";"Judas Priest";1980;0;0;2014-01-26
"Breaking Up Is Hard To Do";"Neil Sedaka";1962;0;0;2011-05-31
"Breaking Up Is Hard To Do";"Renee Olstead";2004;1;0;2013-03-18
"Breaking Up Is Hard To Do";"The Overtones";2013;0;0;2014-02-12
"Breaking Your Own Heart";"Kelly Clarkson";2011;0;0;2013-02-05
Breakout;"Miley Cyrus";2008;0;0;2011-05-30
"Breakup 2 Makeup";Ashanti;2003;0;0;2013-11-06
Breath;"Breaking Benjamin";2006;0;0;2011-05-30
"Breath Of Heaven (Mary's Song)";"Amy Grant";1992;0;0;2011-05-31
"Breath Of Life";"Florence + The Machine";2012;0;0;2012-08-24
Breathe;"Midge Ure";1996;0;0;2012-04-10
Breathe;"Melissa Etheridge";2004;0;0;2012-07-07
Breathe;"Taylor Swift";2008;0;0;2011-05-30
Breathe;"Michael W. Smith";2001;0;0;2013-07-05
Breathe;Greenwheel;2002;0;0;2013-05-31
Breathe;"The Prodigy";1996;0;0;2013-11-10
Breathe;"Seven Channels";2001;0;0;2013-08-01
Breathe;"Rebecca St. James";2003;0;0;2011-05-31
Breathe;"Michelle Branch";2003;0;0;2011-06-28
Breathe;"Faith Hill";1999;0;0;2011-05-31
Breathe;"Blu Cantrell";2002;0;0;2013-10-18
"Breathe (2 A.M.)";"Anna Nalick";2005;0;0;2011-05-31
"Breathe Again";"Toni Braxton";1993;0;0;2013-12-10
"Breathe Again";"Sara Bareilles";2010;0;0;2011-05-31
"Breathe Easy";Blue;2004;0;0;2007-05-04
"Breathe In";"Lucie Silvas";2005;0;0;2011-05-30
"Breathe Me";Sia;2004;0;0;2012-01-17
"Breathe No More";Evanescence;2004;0;0;2012-01-09
"Breathe Slow";"Alesha Dixon";2009;0;0;2011-05-30
"Breathe Your Name";"Sixpence None the Richer";2001;0;0;2011-12-11
Breathing;Lifehouse;2000;0;0;2012-03-31
Breathing;"Jason Derülo";2011;0;0;2012-07-22
Breathless;"Shayne Ward";2007;0;0;2011-05-30
Breathless;"Corinne Bailey Rae";2007;0;0;2011-05-31
Briciole;Noemi;2009;0;0;2012-11-05
"Brick House";"Rob Zombie";2003;0;1;2011-11-16
"Brick House";"The Commodores";1977;0;0;2011-05-31
"Bridge Of Light";Pink;2011;0;0;2012-03-13
"Bright Lights";"Matchbox Twenty";2002;0;0;2011-05-30
"Bright Lights Bigger City";"Cee Lo Green";2010;0;0;2011-05-30
"Brighter Than Sunshine";Aqualung;2003;0;0;2011-05-31
"Brighter Than The Sun";"Colbie Caillat";2011;0;0;2011-12-30
"Brighter Than The Sun";Smash;2012;0;0;2012-09-05
"Brigitte Bardot";"Dario Moreno";1961;0;0;2012-05-10
"Brilliant Disguise";"Bruce Springsteen";1987;0;0;2014-07-14
"Bring It On Home";"Little Big Town";2006;0;0;2013-07-03
"Bring It On Home To Me";"Mickey Gilley";1976;0;0;2011-11-30
"Bring It On Home To Me";"The Animals";1965;0;0;2011-08-16
"Bring It On Home To Me";"Sam Cooke";1961;1;0;2011-05-30
"Bring Me Down";"Miranda Lambert";2005;0;0;2011-05-31
"Bring Me Some Water";"Melissa Etheridge";1988;0;0;2011-12-15
"Bring Me Sunshine";"The Jive Aces";2011;0;0;2012-04-05
"Bring Me Sunshine";"Morecambe and Wise";1968;1;0;2012-10-03
"Bring Me To Life";Evanescence;2003;0;0;2007-05-04
"Bring Me To Life (Acoustic)";Evanescence;2003;0;0;2011-11-19
"Bring On The Men";"Jekyll & Hyde";1990;0;0;2011-05-30
"Bring On The Rain";"Jo Dee Messina";2002;0;0;2011-05-30
"Bring On Tomorrow";"Barry Manilow";2011;0;0;2013-04-29
"Bring The Noise";Anthrax;1992;0;0;2013-12-03
"Bringin' On The Heartbreak";"Mariah Carey";2002;0;0;2012-01-22
"Bristol Stomp";"The Dovells";1961;0;0;2011-05-30
"Broadway, Here I Come!";Smash;2013;0;0;2013-02-26
Broken;"Leona Lewis";2009;0;0;2011-05-31
Broken;"Haun Lindsey";2006;0;0;2011-05-31
Broken;Seether;2004;1;0;2011-10-06
"Broken Arrow";"Pixie Lott";2010;0;0;2011-05-31
"Broken Down";Sevendust;2004;0;0;2013-11-01
"Broken Hearted Melody";"Sarah Vaughan";1959;0;0;2011-11-09
"Broken Heels";"Alexandra Burke";2009;0;0;2011-05-30
"Broken Lady";"Larry Gatlin";1975;0;0;2011-10-20
"Broken Love Song";"Pete Doherty";2009;0;0;2012-05-25
"Broken Open";"Adam Lambert";2009;0;0;2011-05-31
"Broken Strings";"James Morrison";2008;1;0;2011-05-31
"Broken Vow";"Josh Groban";2003;0;0;2011-05-31
"Broken Vow";"Lara Fabian";2000;0;0;2011-05-31
"Broken Wings";"Alter Bridge";2004;0;0;2011-11-19
"Broken Wings";"Mr. Mister";1985;0;0;2011-05-30
"Broken Wings";C-Block;1998;0;0;2012-06-21
Brokenhearted;Karmin;2012;0;0;2012-06-16
Brokenheartsville;"Joe Nichols";2002;0;0;2011-10-08
"Bronze, Silber und Gold";"Wolfgang Petry";1996;0;0;2013-01-10
"Brooklyn Roads";"Neil Diamond";1968;0;0;2012-01-30
"Brooklyn Story";"Unity 2";1991;0;0;2012-04-02
Brotha;"Angie Stone";2001;0;0;2012-02-10
Brother;"Matt Corby";2011;0;0;2012-09-12
"Brother Can You Spare A Dime?";"George Michael";1999;0;0;2011-05-31
"Brother Jukebox";"Mark Chesnutt";1990;0;0;2011-07-30
"Brother Louie";"Modern Talking";1986;0;0;2012-12-28
"Brother Love's Traveling Salvation Show";"Neil Diamond";1969;0;0;2013-07-01
Brothers;"Dean Brody";2008;0;0;2012-05-25
"Brothers Of The Highway";"George Strait";2008;0;0;2011-05-31
"Brown Chicken Brown Cow";"Trace Adkins";2011;0;0;2012-01-27
"Brown Eyed Woman";"Bill Medley";1968;0;0;2011-10-08
"Brown Eyes";"Destiny's Child";2001;0;0;2012-01-22
"Brown Eyes";"Lady GaGa";2008;0;0;2011-10-06
"Brown Girl In The Ring";"Boney M";1978;0;0;2011-05-31
"Brown Skin";"India Arie";2001;0;0;2011-05-30
"Brown Sugar";"The Rolling Stones";1971;0;0;2011-05-31
"Bruder Jakob";"German Nursery Rhyme";1700;1;0;2011-05-31
"Bruine ogen huilen niet";"Wesley Ponsen";2012;0;0;2013-04-26
Bruised;"Ben Folds";2004;0;0;2012-05-25
Bruises;Train;2012;1;0;2013-04-02
Bruxelles;"Jacques Brel";1962;0;0;2013-03-26
Bubbles;"Biffy Clyro";2010;0;0;2011-10-31
Bubbly;"Colbie Caillat";2007;0;0;2007-11-05
"Buck Rogers";Feeder;2001;0;0;2012-10-21
Budapest;"George Ezra";2013;0;0;2014-03-26
"Buena sera";"Michael Bublé";2001;0;0;2011-05-30
"Buffalo Soldier";"Bob Marley";1983;0;0;2011-08-02
"Bugle Call Rag";"1920s Standards";1923;0;0;2011-05-31
"Buicks To The Moon";"Alan Jackson";1996;0;0;2011-05-30
"Build Me Up Buttercup";"The Foundations";1968;0;0;2007-05-04
"Building A Mystery";"Sarah McLachlan";1996;0;0;2011-05-31
"Building Bridges";"Brooks & Dunn";2005;0;0;2013-11-01
Bulería;"David Bisbal";2004;0;0;2011-05-31
"Bullet Proof";"Goo Goo Dolls";1998;0;0;2013-09-27
"Bullet With A Name";Nonpoint;2006;0;0;2011-12-26
"Bullet With Butterfly Wings";"The Smashing Pumpkins";1995;0;0;2013-08-01
Bulletproof;"La Roux";2009;0;0;2011-07-09
"Bulls On Parade";"Rage Against The Machine";1996;0;0;2013-07-08
Bully;Shinedown;2012;0;0;2012-06-07
"Bumming Around";"Dean Martin";1965;0;0;2011-05-31
"Bump N' Grind";"R. Kelly";1994;0;0;2011-05-31
"Bumpy Ride";Mohombi;2010;0;0;2011-05-31
Bunnies;"Pansy Division";1993;0;1;2013-08-08
"Buona Sera";"Dick Brave & The Backbeats";2003;0;0;2012-02-07
"Buona sera";"Louis Prima";1958;0;0;2011-05-31
"Buona Sera / Oh Marie";"André Hazes";1985;0;0;2011-05-31
Burn;"Tina Arena";1997;0;0;2013-04-17
Burn;Usher;2003;0;0;2011-05-31
Burn;"Jo Dee Messina";1956;0;0;2012-10-10
Burn;"Deep Purple";1974;0;0;2011-05-31
Burn;"Ellie Goulding";2013;0;0;2013-09-10
"Burn For You";"John Farnham";1990;0;0;2011-10-28
"Burn Out";Slack;2002;0;0;2012-09-18
"Burn The Witch";"Queens Of The Stone Age";2006;0;0;2011-10-31
"Burnin' Up";"Jonas Brothers";2008;0;0;2011-05-30
"Burning Bridges";OneRepublic;2013;0;0;2013-11-06
"Burning Bright";Shinedown;2005;0;0;2011-12-18
"Burning Heart";Survivor;1985;0;0;2013-03-26
"Burning Love";"Wynonna Judd";2002;0;0;2011-11-02
"Burning Love";"Elvis Presley";1972;0;0;2007-05-04
"Burning Love (Live '73)";"Elvis Presley";1973;0;0;2011-05-31
"Burning Love (Viva Elvis)";"Elvis Presley";2010;0;0;2011-06-28
"Bus Stop";"The Hollies";1966;0;0;2012-01-25
"Búscate un hombre que te quiera";"El Arrebato";2005;0;0;2012-01-11
"Buses And Trains";"Bachelor Girl";1998;0;0;2013-03-05
"Bust A Move";"Young MC";1989;0;0;2011-05-31
"Bust Your Windows";Glee;2009;0;0;2011-05-31
"Bust Your Windows";"Jazmine Sullivan";2008;0;0;2011-05-30
Busy;"Olly Murs";2010;0;0;2011-07-16
"But For The Grace Of God";"Keith Urban";1999;0;0;2012-07-12
"But I Am A Good Girl";"Christina Aguilera";2010;0;0;2011-05-30
"But I Do Love You";"LeAnn Rimes";2000;0;0;2007-09-13
"But Not For Me";"Dinah Washington";1962;0;0;2011-06-30
"But Not For Me";"Rod Stewart";2005;0;0;2011-05-30
"But The World Goes Round";"Liza Minnelli";1977;0;0;2013-02-11
Butterfly;"Mariah Carey";1997;0;0;2012-10-12
Butterfly;Superbus;2006;0;0;2012-10-26
Butterfly;"Jason Mraz";2008;0;0;2011-05-30
Butterfly;"Charlie Gracie";1957;0;0;2013-07-30
"Butterfly Kisses";"Bob Carlisle";1996;0;0;2007-09-05
Butterflyz;"Alicia Keys";2001;0;0;2011-05-31
"Button Up Your Overcoat";"1940s Standards";1946;0;0;2011-05-31
Buttons;"The Pussycat Dolls";2005;0;0;2013-04-04
"Buttons And Bows";"Jane Russell";1948;0;0;2011-12-10
"Buy Me A Rose";"Kenny Rogers";1999;0;0;2012-10-16
"Buy U A Drank (Shawty Snappin)";T-Pain;2007;0;0;2013-12-03
"Buzzcut Season";Lorde;2013;0;0;2014-02-13
Buzzkill;"Luke Bryan";2013;0;0;2013-04-30
"By Strauss";"1950s Standards";1956;0;0;2011-06-03
"By The Time This Night Is Over";"Peabo Bryson";1993;0;0;2013-07-04
"By The Way";"Red Hot Chili Peppers";2002;0;0;2007-05-04
"Bye Bye";"Mariah Carey";2008;0;0;2008-07-17
"Bye Bye Beautiful";Nightwish;2008;0;0;2013-07-16
"Bye Bye Blackbird";"Dean Martin";1955;0;0;2013-07-17
"Bye Bye Blackbird";"1920s Standards";1926;0;0;2011-05-30
"Bye Bye Johnny";"Status Quo";1975;0;0;2014-01-21
"Bye Bye Love";"The Everly Brothers";1958;0;0;2007-08-01
"Bye, Bye, Bye";NSYNC;2000;0;0;2012-01-17
"C Is For Cookie";"Children's Chorus";1972;0;0;2011-11-16
"C U When U Get There";Coolio;1997;0;0;2011-12-10
"C'est chelou";Zaho;2008;0;0;2012-08-22
"C'est comme ça";"Les Rita Mitsouko";1986;0;0;2014-04-22
"C'est déjà ça";"Alain Souchon";1995;0;0;2014-03-13
"C'est en septembre";"Gilbert Bécaud";1977;0;0;2013-02-11
"C'est extra";"Léo Ferré";1969;0;0;2012-10-05
"C'est facile";Olympe;2013;0;0;2014-02-03
"C'est la vie";Khaled;2012;0;0;2014-05-28
"C'est La Vie";"Bob Seger";1980;0;0;2012-06-19
"C'est la vie de bohème";"Georges Guétary";1966;1;0;2013-10-23
"C'est la vie, Lily";"Joe Dassin";1970;0;0;2011-05-30
"C'est le soir que je pense ma vie";"Florent Pagny";2010;0;0;2013-06-07
"C'est ma chanson";"Petula Clark";1967;0;0;2011-11-25
"C'est ma prière";"Mike Brant";1972;0;0;2011-05-31
"C'est ma terre";"Christophe Maé";2007;0;0;2011-07-09
"C'est ma terre (live)";"Christophe Maé";2008;0;0;2012-02-22
"C'est magnifique";"Luis Mariano";1954;0;0;2012-01-31
"C'est moi";"C. Jérôme";1974;0;0;2011-06-10
"C'est mon dernier bal";Renaud;1979;0;0;2012-07-16
"C'est pas sérieux";"Les chats sauvages";1962;0;0;2013-07-01
"C'est si bon";"Mireille Mathieu";1982;1;0;2012-02-09
"C'est si bon";"Dean Martin";1962;0;0;2012-08-08
"C'est Si Bon";"Eartha Kitt";1953;0;0;2012-01-30
"C'est si bon";"Yves Montand";1948;0;0;2012-01-18
"C'est toujours comme ça la première fois";"Serge Lama";1970;0;0;2013-06-10
"C'est toujours un mystère";"Pierre Rapsat";1982;0;0;2012-07-15
"C'est un gars";"Edith Piaf";1950;0;0;2011-09-19
"C'est un mauvais garçon";"Henri Garat";1931;0;0;2011-05-31
C'Mon;Kesha;2012;0;0;2013-02-15
"C'mon And Get My Love";"Cathy Dennis";1990;0;0;2011-05-31
"C'mon Billy";"PJ Harvey";1995;0;0;2012-01-30
"C'Mon C'Mon";"Olly Murs";2011;0;0;2012-05-02
"C'mon C'mon";"The Von Bondies";2004;0;0;2012-06-01
"C'mon Everybody";"Eddie Cochran";1958;0;0;2011-05-31
C'mon!;"Keith Anderson";2008;0;0;2012-05-25
"C30, C60, C90, Go!";"Bow Wow Wow";1980;0;0;2013-06-10
"Ca c'est vraiment toi";Téléphone;1982;0;0;2011-05-30
"Ca fait mal";"Christophe Maé";2007;0;0;2011-06-17
"Ca fait mal et ça fait rien";Zazie;1998;0;0;2012-05-09
"Ca ira";"Joyce Jonathan";2013;0;0;2014-03-19
"Ca marche";"Le Roi Soleil";2005;0;0;2012-10-30
"Ca n'arrive qu'aux autres";"Michel Polnareff";1971;0;0;2011-10-31
"Ça plane pour moi";"Plastic Bertrand";1977;0;0;2011-11-25
"Ca pleure aussi un homme";"Sébastien El Chato";1996;0;0;2013-04-15
"Ça pleure aussi un homme";"Ginette Reno";1991;0;0;2013-07-31
"Ca vient de là-haut";"Yoann Fréget";2013;0;0;2014-03-10
Cab;Train;2006;0;0;2011-10-08
"Cab Driver";"The Mills Brothers";1967;0;0;2013-08-14
Cabaret;Cabaret;1972;0;0;2008-03-28
Cabaret;"Cabaret, le musical de Broadway";2011;0;0;2012-08-16
"Cabo San Lucas";"Toby Keith";2008;0;0;2011-05-30
"Cadillac Car";Dreamgirls;2006;0;0;2013-07-24
"Cadillac Style";"Sammy Kershaw";1992;0;0;2012-07-21
Caledonia;"Nathan Carter";2012;0;0;2013-07-01
Caledonia;"Celtic Woman";2007;0;0;2011-05-30
Caliente;"Jay Santos";2013;0;0;2013-08-10
California;"Phantom Planet";2006;0;0;2012-02-08
"California Blue";"Roy Orbison";1989;0;0;2012-10-03
"California Dreamin'";"The Beach Boys";1986;0;0;2012-01-09
"California Dreamin'";"DJ Sammy";2004;0;0;2012-08-20
"California Dreamin'";"The Mamas And The Papas";1966;0;0;2012-02-09
"California Dreaming";"Roch Voisine";2010;0;0;2011-05-31
"California Girls";"The Beach Boys";1965;0;0;2011-06-28
"California Girls";"Gretchen Wilson";2006;0;0;2012-08-15
"California King Bed";Rihanna;2010;0;0;2011-05-30
"California Love";2Pac;1995;0;0;2011-08-05
Californication;"Red Hot Chili Peppers";1999;0;0;2007-05-04
"Call It What You Want";"Foster The People";2011;0;0;2013-12-03
"Call It What You Want";"New Kids On The Block";1989;0;0;2011-06-28
"Call Me";Smash;2012;0;0;2012-03-31
"Call Me";Shinedown;2008;0;0;2012-10-17
"Call Me";Blondie;1980;0;0;2011-10-29
"Call Me";"Le Click";1997;0;0;2011-05-31
"Call Me (Come Back Home)";"Al Green";1973;0;0;2011-11-19
"Call Me Crazy";"The Lost Trailers";2006;0;0;2012-03-11
"Call Me Irresponsible";"Michael Bublé";2007;0;0;2011-11-19
"Call Me Maybe";Glee;2012;0;0;2013-04-25
"Call Me Maybe";"Boyce Avenue";2012;0;0;2012-12-03
"Call Me Maybe";"Carly Rae Jepsen";2011;0;0;2012-06-04
"Call Me The Breeze";"JJ Cale";1972;0;0;2012-03-05
"Call Me The Breeze";"Lynyrd Skynyrd";1974;0;0;2011-11-25
"Call Me When You're Sober";Evanescence;2006;0;0;2011-11-28
"Call My Name";"Pietro Lombardi";2011;0;0;2012-01-11
"Call My Name";"Cheryl Cole";2012;0;0;2012-09-20
"Call My Name";"Sarah Engels";2011;0;0;2011-07-09
"Call the Shots";"Girls Aloud";2007;0;0;2011-09-13
"Call You Tonight";"Whitney Houston";2009;0;0;2011-05-31
"Call Your Girlfriend";Robyn;2010;0;0;2012-05-11
"Callin' Baton Rouge";"Garth Brooks";1993;0;0;2011-05-30
"Callin' Me When I'm Lonely";"Sheryl Crow";2013;0;0;2014-04-08
Calling;Taproot;2005;0;0;2013-12-07
"Calling All Angels";Train;2003;0;0;2011-09-28
"Calling All Hearts";"DJ Cassidy";2014;1;0;2014-05-13
"Calling Me";"Charlie Winston";2008;0;0;2011-06-28
"Calling You";"Jevetta Steele";1988;0;0;2011-05-30
"Calling You";"Lara Fabian";2003;0;0;2013-09-05
"Calm After The Storm";"The Common Linnets";2014;1;0;2014-04-15
"Cama Y Mesa";"Roberto Carlos";1981;0;0;2013-08-06
Camarade;"Charles Aznavour";1977;0;0;2011-08-06
Caméléon;Shy'm;2012;0;0;2013-06-06
"Cameo Lover";Kimbra;2011;0;0;2012-08-07
"Camina y ven";"David Bisbal";2004;0;0;2011-12-26
Caminando;"Amaia Montero";2011;0;0;2013-04-29
Caminito;"Julio Iglesias";1996;0;0;2012-12-11
Camouflage;"Brad Paisley";2011;0;0;2012-03-05
"Campanas De Navidad";"Christmas Carol";1957;0;0;2011-05-30
"Can I Walk With You";"India Arie";2003;0;0;2011-05-31
"Can the Circle Be Unbroken (By and By)";"The Carter Family";1935;0;0;2011-05-31
"Can We Talk?";"Tevin Campbell";1993;0;0;2011-07-12
"Can You Feel It";"The Jackson 5";1980;0;0;2011-05-31
"Can You Hear Me Now";"Sawyer Brown";2002;0;0;2012-03-22
"Can You Hear Me When I Talk To You?";"Ashley Gearing";2003;0;0;2013-07-01
